"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-01",,,"0.00","0.0","0.0",,"53","40","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-02",,,"0.00","0.0","0.0",,"50","27","28"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-03",,,"0.21","0.0","0.0",,"53","28","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-04",,,"0.11","0.0","0.0",,"55","48","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-05",,,"0.20","0.0","0.0",,"59","38","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-06",,,"0.00","0.0","0.0",,"42","31","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-07",,,"0.00","0.0","0.0",,"54","29","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-08",,,"0.40","0.4","0.0",,"47","31","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-09",,,"0.00","0.0","0.0",,"46","26","28"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-10",,,"0.00","0.0","0.0",,"39","28","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-11",,,"0.00","0.0","0.0",,"60","38","60"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-12",,,"0.28","0.0","0.0",,"73","53","64"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-13",,,"0.00","0.0","0.0",,"72","42","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-14",,,"0.02","0.0","0.0",,"53","41","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-15",,,"0.00","0.0","0.0",,"48","42","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-16",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-17",,,"0.00","0.0","0.0",,"55","30","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-18",,,"0.00","0.0","0.0",,"38","26","27"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-19",,,"0.33","0.0","0.0",,"43","27","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-20",,,"0.00","0.0","0.0",,"45","24","26"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-21",,,"0.00","0.0","0.0",,"36","22","23"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-22",,,"0.00","0.0","0.0",,"37","20","22"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-23",,,"0.00","0.0","0.0",,"41","22","26"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-24",,,"0.00","0.0","0.0",,"44","26","35"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-25",,,"1.25","0.0","0.0",,"51","35","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-26",,,"0.00","0.0","0.0",,"51","33","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-27",,,"0.00","0.0","0.0",,"48","34","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-28",,,"0.00","0.0","0.0",,"49","37","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-29",,,"0.00","0.0","0.0",,"46","39","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-30",,,"0.00","0.0","0.0",,"47","27","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-01-31",,,"0.00","0.0","0.0",,"42","30","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-01",,,"0.00","0.0","0.0",,"46","30","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-02",,,"0.09","0.0","0.0",,"50","33","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-03",,,"0.01","0.0","0.0",,"58","39","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-04",,,"0.04","0.0","0.0",,"65","39","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-05",,,"0.03","0.0","0.0",,"66","45","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-06",,,"0.17","0.0","0.0",,"45","38","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-07",,,"0.95","0.0","0.0",,"65","41","65"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-08",,,"0.39","0.0","0.0",,"65","31","33"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-09",,,"0.00","0.0","0.0",,"45","28","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-10",,,"0.11","0.0","0.0",,"50","34","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-11",,,"0.85","0.0","0.0",,"57","43","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-12",,,"0.13","0.0","0.0",,"63","41","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-13",,,"0.28","0.0","0.0",,"50","40","47"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-14",,,"0.15","0.0","0.0",,"60","38","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-15",,,"0.00","0.0","0.0",,"39","20","24"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-16",,,"0.00","0.0","0.0",,"38","24","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-17",,,"0.00","0.0","0.0",,"54","34","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-18",,,"0.00","0.0","0.0",,"55","37","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-19",,,"0.03","0.0","0.0",,"59","41","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-20",,,"0.00","0.0","0.0",,"54","30","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-21",,,"0.00","0.0","0.0",,"40","24","25"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-22",,,"0.00","0.0","0.0",,"40","25","30"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-23",,,"0.00","0.0","0.0",,"55","25","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-24",,,"0.00","0.0","0.0",,"60","30","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-25",,,"0.10","0.0","0.0",,"62","31","47"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-26",,,"0.18","0.0","0.0",,"55","47","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-27",,,"0.27","0.0","0.0",,"53","38","38"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-28",,,"0.00","0.0","0.0",,"44","31","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-02-29",,,"0.00","0.0","0.0",,"47","30","32"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-01",,,"0.00","0.0","0.0",,"38","25","34"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-02",,,"0.00","0.0","0.0",,"51","33","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-03",,,"0.07","0.0","0.0",,"66","43","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-04",,,"0.09","0.0","0.0",,"65","43","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-05",,,"0.00","0.0","0.0",,"65","37","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-06",,,"0.00","0.0","0.0",,"55","34","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-07",,,"0.00","0.0","0.0",,"53","37","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-08",,,"0.00","0.0","0.0",,"54","30","31"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-09",,,"0.00","0.0","0.0",,"62","30","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-10",,,"0.00","0.0","0.0",,"74","42","58"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-11",,,"0.03","0.0","0.0",,"72","42","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-12",,,"0.00","0.0","0.0",,"56","43","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-13",,,"0.27","0.0","0.0",,"63","48","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-14",,,"0.00","0.0","0.0",,"75","45","46"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-15",,,"0.25","0.0","0.0",,"58","39","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-16",,,"0.00","0.0","0.0",,"51","35","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-17",,,"0.00","0.0","0.0",,"55","37","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-18",,,"0.00","0.0","0.0",,"66","40","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-19",,,"0.56","0.0","0.0",,"58","41","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-20",,,"0.02","0.0","0.0",,"73","52","67"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-21",,,"0.10","0.0","0.0",,"82","50","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-22",,,"0.01","0.0","0.0",,"55","38","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-23",,,"0.15","0.0","0.0",,"53","39","41"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-24",,,"0.27","0.0","0.0",,"48","41","47"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-25",,,"0.11","0.0","0.0",,"55","42","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-26",,,"0.22","0.0","0.0",,"50","42","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-27",,,"0.00","0.0","0.0",,"60","43","49"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-28",,,"0.30","0.0","0.0",,"70","49","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-29",,,"0.12","0.0","0.0",,"59","50","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-30",,,"0.00","0.0","0.0",,"71","51","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-03-31",,,"0.00","0.0","0.0",,"75","49","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-01",,,"0.13","0.0","0.0",,"56","41","42"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-02",,,"0.00","0.0","0.0",,"56","42","46"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-03",,,"0.00","0.0","0.0",,"63","42","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-04",,,"0.01","0.0","0.0",,"69","48","49"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-05",,,"0.00","0.0","0.0",,"59","46","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-06",,,"0.00","0.0","0.0",,"70","50","58"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-07",,,"0.01","0.0","0.0",,"72","49","57"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-08",,,"0.26","0.0","0.0",,"73","56","58"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-09",,,"0.15","0.0","0.0",,"79","53","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-10",,,"0.02","0.0","0.0",,"71","43","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-11",,,"0.00","0.0","0.0",,"52","35","44"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-12",,,"0.00","0.0","0.0",,"63","41","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-13",,,"2.30","0.0","0.0",,"73","48","65"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-14",,,"0.74","0.0","0.0",,"81","47","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-15",,,"0.34","0.0","0.0",,"59","38","40"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-16",,,"0.00","0.0","0.0",,"55","40","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-17",,,"0.00","0.0","0.0",,"54","35","37"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-18",,,"0.07","0.0","0.0",,"59","37","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-19",,,"0.04","0.0","0.0",,"55","35","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-20",,,"0.00","0.0","0.0",,"66","44","55"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-21",,,"0.00","0.0","0.0",,"63","48","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-22",,,"0.00","0.0","0.0",,"66","36","43"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-23",,,"0.00","0.0","0.0",,"62","43","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-24",,,"1.29","0.0","0.0",,"59","52","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-25",,,"0.04","0.0","0.0",,"60","45","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-26",,,"0.31","0.0","0.0",,"66","45","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-27",,,"0.14","0.0","0.0",,"58","44","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-28",,,"0.00","0.0","0.0",,"59","40","48"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-29",,,"0.01","0.0","0.0",,"59","45","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-04-30",,,"0.00","0.0","0.0",,"78","59","66"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-01",,,"1.15","0.0","0.0",,"66","53","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-02",,,"0.08","0.0","0.0",,"66","51","53"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-03",,,"0.00","0.0","0.0",,"73","53","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-04",,,"1.30","0.0","0.0",,"78","61","64"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-05",,,"0.00","0.0","0.0",,"75","49","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-06",,,"0.29","0.0","0.0",,"59","49","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-07",,,"0.50","0.0","0.0",,"57","43","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-08",,,"0.00","0.0","0.0",,"68","43","52"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-09",,,"0.15","0.0","0.0",,"67","37","39"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-10",,,"0.01","0.0","0.0",,"50","33","45"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-11",,,"0.02","0.0","0.0",,"66","45","51"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-12",,,"0.00","0.0","0.0",,"62","43","46"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-13",,,"0.00","0.0","0.0",,"64","39","49"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-14",,,"0.00","0.0","0.0",,"72","45","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-15",,,"0.04","0.0","0.0",,"72","56","68"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-16",,,"0.00","0.0","0.0",,"87","67","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-17",,,"0.00","0.0","0.0",,"85","59","61"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-18",,,"0.00","0.0","0.0",,"68","55","56"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-19",,,"0.00","0.0","0.0",,"69","56","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-20",,,"0.00","0.0","0.0",,"70","52","54"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-21",,,"0.00","0.0","0.0",,"64","49","50"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-22",,,"0.33","0.0","0.0",,"74","50","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-23",,,"0.71","0.0","0.0",,"77","62","66"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-24",,,"0.02","0.0","0.0",,"84","59","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-25",,,"0.00","0.0","0.0",,"69","59","61"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-26",,,"0.00","0.0","0.0",,"78","57","66"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-27",,,"0.00","0.0","0.0",,"81","63","65"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-28",,,"0.02","0.0","0.0",,"82","65","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-29",,,"0.09","0.0","0.0",,"82","72","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-30",,,"0.00","0.0","0.0",,"87","68","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-05-31",,,"0.00","0.0","0.0",,"85","58","63"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-01",,,"0.00","0.0","0.0",,"85","51","59"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-02",,,"0.00","0.0","0.0",,"74","56","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-03",,,"0.00","0.0","0.0",,"78","61","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-04",,,"0.00","0.0","0.0",,"93","70","80"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-05",,,"1.19","0.0","0.0",,"93","70","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-06",,,"1.63","0.0","0.0",,"90","72","81"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-07",,,"0.07","0.0","0.0",,"90","63","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-08",,,"0.00","0.0","0.0",,"83","61","69"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-09",,,"0.00","0.0","0.0",,"83","61","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-10",,,"0.00","0.0","0.0",,"92","74","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-11",,,"0.24","0.0","0.0",,"92","76","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-12",,,"0.42","0.0","0.0",,"86","68","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-13",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-14",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-15",,,"0.00","0.0","0.0",,"79","60","62"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-16",,,"0.00","0.0","0.0",,"79","59","64"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-17",,,"0.00","0.0","0.0",,"79","64","65"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-18",,,"0.54","0.0","0.0",,"72","65","70"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-19",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-20",,,"0.07","0.0","0.0",,"84","66","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-21",,,"0.34","0.0","0.0",,"79","68","72"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-22",,,"0.00","0.0","0.0",,"85","69","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-23",,,"0.00","0.0","0.0",,"92","68","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-24",,,"0.00","0.0","0.0",,"90","73","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-25",,,"0.00","0.0","0.0",,"86","67","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-26",,,"0.30","0.0","0.0",,"86","63","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-27",,,"0.01","0.0","0.0",,"88","73","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-28",,,"0.40","0.0","0.0",,"93","71","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-29",,,"0.00","0.0","0.0",,"88","74","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-06-30",,,"0.00","0.0","0.0",,"92","70","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-01",,,"0.00","0.0","0.0",,"92","71","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-02",,,"0.00","0.0","0.0",,"90","67","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-03",,,"0.00","0.0","0.0",,"92","72","82"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-04",,,"0.00","0.0","0.0",,"97","72","82"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-05",,,"0.00","0.0","0.0",,"93","75","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-06",,,"0.00","0.0","0.0",,"95","76","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-07",,,"2.44","0.0","0.0",,"95","70","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-08",,,"0.05","0.0","0.0",,"91","73","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-09",,,"0.00","0.0","0.0",,"93","72","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-10",,,"0.00","0.0","0.0",,"92","75","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-11",,,"0.00","0.0","0.0",,"90","75","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-12",,,"0.00","0.0","0.0",,"92","68","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-13",,,"0.00","0.0","0.0",,"92","69","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-14",,,"0.05","0.0","0.0",,"91","68","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-15",,,"0.00","0.0","0.0",,"92","69","75"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-16",,,"0.00","0.0","0.0",,"92","74","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-17",,,"0.00","0.0","0.0",,"88","74","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-18",,,"0.00","0.0","0.0",,"98","75","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-19",,,"0.00","0.0","0.0",,"98","75","83"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-20",,,"0.00","0.0","0.0",,"100","81","86"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-21",,,"0.00","0.0","0.0",,"100","77","82"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-22",,,"0.17","0.0","0.0",,"98","74","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-23",,,"0.52","0.0","0.0",,"97","73","80"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-24",,,"1.70","0.0","0.0",,"94","74","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-25",,,"0.05","0.0","0.0",,"86","71","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-26",,,"0.02","0.0","0.0",,"92","77","83"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-27",,,"0.00","0.0","0.0",,"95","75","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-28",,,"0.00","0.0","0.0",,"96","77","84"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-29",,,"0.00","0.0","0.0",,"93","73","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-30",,,"0.00","0.0","0.0",,"93","76","83"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-07-31",,,"0.22","0.0","0.0",,"95","73","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-01",,,"0.10","0.0","0.0",,"80","72","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-02",,,,"0.0","0.0",,,,
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-03","    2","0.12",,"0.0","0.0",,"93","76","78"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-04",,,"2.83","0.0","0.0",,"89","71","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-05",,,"1.11","0.0","0.0",,"87","69","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-06",,,"0.20","0.0","0.0",,"90","71","73"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-07",,,"0.00","0.0","0.0",,"86","71","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-08",,,"0.04","0.0","0.0",,"89","72","74"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-09",,,"0.00","0.0","0.0",,"87","72","77"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-10",,,"0.43","0.0","0.0",,"90","75","80"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-11",,,"0.10","0.0","0.0",,"93","75","79"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-12",,,"0.25","0.0","0.0",,"92","75","76"
"USC00186350","NATIONAL ARBORETUM DC, MD US","2020-08-13",,,"0.31","0.0","0.0",,"93","75","75"
